-0.016617,0.021499,0.068198
-0.017587,0.013535,0.063491
-0.018595,0.0065664,0.058536
-0.01964,0.0035175,0.053368
-0.020724,0.0019715,0.04819
-0.021845,0.0032317,0.044075
-0.023002,0.010014,-0.034409
-0.024196,0.0077855,-0.04524
-0.025425,0.013826,-0.055977
-0.026687,0.015479,-0.067239
-0.027982,0.010362,-0.079011
-0.029306,0.0040411,-0.089712
-0.030659,-0.0024154,-0.10084
-0.032036,-0.0091844,-0.11197
-0.033435,-0.015885,-0.12132
-0.034852,-0.022429,-0.13011
-0.036283,-0.028707,-0.14083
-0.037723,-0.034876,-0.14302
-0.039166,-0.040243,-0.14557
-0.040606,-0.044526,-0.14476
-0.042037,-0.04819,-0.13984
-0.043451,-0.049387,-0.13004
-0.04484,-0.051714,-0.11463
-0.046193,-0.052591,-0.094752
-0.047501,-0.05008,-0.061694
-0.048752,-0.039215,-0.026688
-0.049934,-0.035123,0.015955
-0.051032,-0.024096,0.051569
-0.052033,-0.0096618,0.10506
-0.052918,0.0084487,0.18685
-0.053671,0.034787,0.2105
-0.054272,0.056498,0.29808
-0.054699,0.086427,0.35997
-0.05493,0.12439,0.40367
-0.05494,0.15746,0.50029
-0.054702,0.21498,0.54751
-0.054187,0.24489,0.54959
-0.053364,0.28979,0.59897
-0.052199,0.30039,0.66348
-0.050655,0.37206,0.69618
-0.048695,0.43302,0.67297
-0.046276,0.46691,0.78449
-0.043354,0.51386,0.76726
-0.03988,0.51933,0.81326
-0.035805,0.59243,0.80809
-0.031073,0.69211,0.87511
-0.025626,0.70065,0.8631
-0.019402,0.69583,0.88666
-0.012335,0.76199,0.9121
-0.0043554,0.79922,0.88609
0.0046119,0.79533,0.92835
0.014646,0.83959,0.93811
0.02583,0.8257,0.95138
0.038254,0.84265,0.91789
0.052011,0.86051,0.96236
0.067201,0.89164,0.94973
0.083928,0.89563,0.94275
0.1023,0.90609,0.97791
0.12244,0.90432,0.98358
0.14447,0.91551,1.008
0.16851,0.9278,1.0026
0.19471,0.92536,1.0154
0.22319,0.93619,1.0175
0.25412,0.94112,1.0139
0.28765,0.95257,1.0308
0.32394,0.95614,1.036
0.36317,0.95746,1.0396
0.4055,0.96026,1.0424
0.45113,0.96418,1.0494
0.50024,0.96749,1.0561
0.55304,0.97071,1.0597
0.60974,0.97562,1.0681
0.67055,0.9778,1.0719
0.73569,0.98009,1.0751
0.80539,0.98321,1.0792
0.8799,0.98617,1.0853
0.95945,0.98873,1.0883
1.0443,0.99193,1.0936
1.1347,0.99429,1.0968
1.2309,0.99671,1.1012
1.3332,0.99965,1.1055
1.4419,1.0021,1.1097
1.5572,1.0047,1.1133
1.6794,1.0069,1.1175
1.8088,1.0093,1.1209
1.9457,1.0114,1.1247
2.0904,1.0137,1.1282
2.2432,1.0159,1.1313
2.4043,1.0179,1.1347
2.574,1.0199,1.1375
2.7527,1.0218,1.1407
2.9405,1.0238,1.1436
3.1378,1.0256,1.1467
3.3448,1.0274,1.1496
3.5617,1.0291,1.1526
3.7887,1.0306,1.1553
4.0261,1.0323,1.1578
4.2741,1.0338,1.1601
4.5327,1.0352,1.1625
4.8021,1.0365,1.1648
